Girl	en
Ek	hi
Ladki	hi
Deewani	hi
Si	hi
Upcoming	en
Tv	acro
show	en
Story	en
|	univ
Star	en
Cast	en
|	univ
Timing	en
|	univ
Promo	en
Wiki	ne
|	univ
Ne	hi
http://t.co/X9AhZRRPiD	univ
	
1	univ
Ladke	hi
Ne	hi
ek	hi
Ladki	hi
Ko	hi
Call	en
Ki	hi
Boy	en
:	univ
I	en
LOVE	en
U	en
Jaan	hi
Girl-Sacchi	mixed
Boy-Mucchi	mixed
Girl	en
:	univ
ek	hi
100ka	univ
Recharge	en
Krwa	hi
Do	hi
Plz	en
Boy-Sorry	en
Didi	hi
Rong	en
Number	en
0	univ
	
Boy	en
:	univ
Tum	hi
Ladki	hi
Ho	hi
Ke	hi
Sharab	hi
Peeti	hi
Ho	hi
??	univ
Awesome	en
reply	en
by	en
Girl	en
:	univ
To	hi
Kya	hi
2-4	univ
Peg	hi
Ke	hi
Liye	hi
Gender	en
Change	en
Karwaun	hi
???	univ
	
1	univ
Ladke	hi
Ne	hi
ek	hi
Ladki	hi
Ko	hi
Call	en
Ki	hi
0	univ
Boy	en
:	univ
I	en
LOVE	en
U	en
Jaan	hi
0	univ
Girl	en
:	univ
Sacchi	hi
0	univ
Boy	en
:	univ
Mucchi	hi
0	univ
Girl	en
:	univ
ek	hi
100ka	univ
Recharge	en
Krwa	hi
...	univ
http://t.co/fBVr0axApf	univ
	
Brilliant	en
Answer	en
By	en
Boy	en
Friend	en
on	en
Break	en
Up	en
…	univ
0	univ
Girl	en
;	univ
Tumhe	hi
Mere	hi
Jaisi	hi
Ladki	hi
Nahi	hi
Milegi	hi
0	univ
0	univ
0	univ
0	univ
0	univ
Boy	en
;	univ
Chill	en
...	univ
http://t.co/G6mF9fWFLQ	univ
	
Boy	en
:	univ
Tum	hi
Ladki	hi
Ho	hi
Ke	hi
Sharab	hi
Peeti	hi
Ho	hi
??	univ
Awesome	en
reply	en
by	en
Girl	en
:	univ
To	hi
Kya	hi
2-4	univ
Peg	hi
Ke	hi
Liye	hi
Gender	en
Change	en
Karwaun	hi
???	univ
#IndvsSA	univ
#MaukaMauka	univ
	
Boy	en
-	univ
badlapur	hi
dekhne	hi
chale	hi
Girl	en
-	univ
M	en
watching	en
india	en
vs	en
sa	acro
Boy	en
(	univ
calls	en
his	en
mom	en
)	univ
-	univ
Maa	hi
,	univ
maine	hi
ladki	hi
dhoond	hi
lee	hi
...	univ
	
Brilliant	en
Answer	en
By	en
Boy	en
Friend	en
on	en
Break	en
Up	en
…	univ
0	univ
Girl	en
;	univ
Tumhe	hi
Mere	hi
Jaisi	hi
Ladki	hi
Nahi	hi
Milegi	hi
0	univ
0	univ
0	univ
0	univ
0	univ
Boy	en
;	univ
Chill	en
...	univ
http://t.co/tfdsDe3g50	univ
	
1	univ
Ladke	hi
Ne	hi
ek	hi
Ladki	hi
Ko	hi
Call	en
Ki	hi
Boy	en
:	univ
I	en
LOVE	en
U	en
Jaan	en
Girl	en
:	univ
Sacchi	hi
Boy	en
:	univ
Mucchi	hi
Girl	en
:	univ
ek	hi
100ka	univ
Recharge	en
Krwa	hi
Do	hi
Plz	en
...	univ
http://t.co/lGuAKigGOX	univ
	
@kkundra	univ
lol	univ
ladki	hi
mil	hi
gyi	hi
..	univ
Martina	ne
here	en
you	en
go	en
girl	en
..	univ
hahha	univ
shit	en
#Roadies	univ
	
Boy	en
:	univ
-	univ
I	en
Love	en
You	en
,	univ
Tum	hi
Is	hi
Duniya	hi
Ki	hi
Sabse	hi
Khubsurat	hi
Ladki	hi
Ho	hi
Girl	en
:	univ
-	univ
Par	hi
Tumhare	hi
Peeche	hi
Toh	hi
Mujhse	hi
Bhi	hi
Zyaada	hi
...	univ
http://t.co/mNVsAUACmR	univ
	
"	univ	G_X
jab	hi	G_PRP
koi	hi	G_PRP
ladki	hi	G_N
na	hi	G_PRT
kehti	hi	G_V
hai	hi	G_V
,	univ	G_X
toh	hi	CC
uska	hi	G_PRP
matlab	hi	G_N
na	hi	G_PRT
hi	hi	G_PRT
hota	hi	G_V
hai	hi	G_V
(	univ	G_X
when	en	G_R
a	en	DT
girl	en	G_N
says	en	G_V
no	en	G_PRT
,	univ	G_X
it	en	G_PRP
only	en	G_R
means	en	G_V
no	en	G_PRT
)	univ	G_X
"	univ
#soimportant	univ
http://t.co/CkAMzmhH1g	univ
	
Ek	hi
Buri	hi
Ladki	hi
(	univ
A	en
Bad	en
Girl	en
)	univ
http://t.co/koPv0s5kha	univ
via	en
@imgur	univ
BAHAHA	univ
0	univ
I	en
guess	en
I'm	en
a	en
#badgirl	univ
:P	univ
#whatajoke	univ
#loadofcrap	univ
	
Brlnt	en
Ans	en
By	en
bf	en
on	en
Brk	en
Up	en
0	univ
Girl	en
;	univ
Tmhe	hi
Mere	hi
Jaisi	hi
Ladki	hi
Nahi	hi
Milegi	hi
0	univ
Boy	en
Chil	en
swthrt	en
Mjhe	hi
Tu	hi
Hi	hi
Ni	hi
Psnd	hi
To	hi
Teri	hi
Jaise	hi
Kyu	hi
dhudunga	hi
	
Yaar	hi
ek	hi
ladki	hi
hai	hi
!	univ
Haan	hi
!	univ
Sachi	hi
!	univ
Ek	hi
naya	hi
crush	en
!	univ
💞	univ
Aree	hi
yaar	hi
sachi	hi
!	univ
Okay	en
check	en
out	en
@ZaalimGF	univ
trailer	en
This	en
girl-	en
@meprachimishra	univ
#gorgeous	univ
👰	univ
	
@tehseenp	univ
@bwoyblunder	univ
@PMOIndia	univ
@narendramodi	univ
bhai	hi
mere	hi
office	en
me	hi
receptionist	en
ki	hi
position	en
khaali	hi
hai	hi
0	univ
kuch	hi
kaam	hi
nahi	hi
to	hi
lagwa	hi
dun	hi
naukri	hi
?	univ
	
@praktabh	univ
abe	hi
office	en
me	hi
kaam	hi
kr	hi
..	univ
nahi	hi
to	hi
boss	en
gand	hi
pe	hi
laat	hi
maar	hi
k	hi
bhaga	hi
dega	hi
	
@Ujala4u	univ
haaha	hi
..	univ
hum	hi
aisy	hi
he	hi
hai	hi
biwi	hi
office	en
mein	hi
kaam	hi
kion	hi
kry	hi
..	univ
hahah	univ
	
@Dawoodnusrat	univ
bus	en
office	en
he	hi
hn	hi
,	univ
Sat	en
thora	hi
thanda	hi
hota	hi
hay	hi
kaam	hi
k	hi
point	en
of	en
view	en
say	hi
you	en
know	en
:)	univ
	
@siyal_khan	univ
office	en
abb	hi
hum	hi
sub	hi
kaam	hi
karty	hi
koi	hi
uni	hi
clg	en
nae	hi
jata	hi
mere	hi
ghar	hi
	
“	univ
@RamgarhKaJai	univ
:	univ
Office	en
bhi	hi
koi	hi
kaam	hi
karne	hi
ki	hi
jagah	hi
hai	hi
bhala	hi
?	univ
”	univ
Nahi	hi
0	univ
Tabela	hi
is	hi
better	en
0	univ
Chalo	hi
waha	hi
chale	hi
0	univ
	
@eqrab	univ
@HajraAbbottaba	univ
@AnjumIqbalPTI	univ
Array	hi
yar	hi
hans	hi
kar	hi
dil	hi
na	hi
jalao	hi
abhi	hi
sara	hi
din	hi
office	en
main	hi
bhi	hi
kaam	hi
karna	hi
hay	hi
	
Yar	hi
Saturday	en
ko	hi
kon	hi
kaam	hi
krta	hi
hai	hi
..	univ
ullu	hi
k	hi
phatay	hi
😠	univ
I	en
can	en
watch	en
Pakistan	ne
loosing	en
at	en
home	en
not	en
in	en
fucking	en
office	en
😩	univ
	
@Liaqat842	univ
tum	hi
sahi	hi
keh	hi
rhy	hi
thy	hi
yeh	hi
zayda	hi
buri	hi
timings	en
hain	hi
3	univ
wali	hi
match	en
ki😳	hi
subah	hi
purany	hi
office	en
bhi	hi
jna	hi
hai	hi
kaam	hi
hai	hi
😏	univ
	
@ChocolateCharsi	univ
no	en
office	en
hours	en
!	univ
Saara	hi
kaam	hi
ghar	hi
per	hi
	
@hardik	univ
@ImpatientWoman	univ
Arey	hi
jagah	hi
kahan	hi
hai	hi
office	en
main	hi
?	univ
Sab	hi
kaam	hi
chalu	hi
hai	hi
	
@FaslaRakhein	univ
dad	en
office	en
k	hi
kaam	hi
me	hi
phasay	hi
hue	hi
hen	hi
..	univ
9	univ
,	univ
9.3	univ
tak	hi
aa	hi
jae	hi
ge	hi
...	univ
😒😒	univ
Yaha	hi
wait	en
hi	hi
nai	hi
ho	hi
raha	hi
..	univ
😒😒😕	univ
	
@BeingSkChetan	univ
hmmm	univ
😳	univ
Office	en
me	hi
tweet	en
karre	hi
lai	hi
?	univ
Phir	hi
toh	hi
kaam	hi
der	hi
se	hi
khatam	hi
hone	hi
ko	hi
hai	hi
!	univ
😂😂😂	univ
	
@FanSidharth	univ
Muje	hi
dekhne	hi
ke	hi
liye	hi
time	en
nhi	hi
milta	hi
hai	hi
re	hi
0	univ
Kya	hi
karu	hi
bata	hi
biddu	hi
tu	hi
bata	hi
?	univ
Office	en
me	hi
kaam	hi
bhi	hi
hai	hi
bole	hi
to	hi
	
@SniperSpot	univ
@SansadBhawan	univ
@AkshayA80203737	univ
@Ek_AAPtard	univ
@sanat397	univ
Jhaadu	hi
se	hi
kaam	hi
nahi	hi
chala	hi
tou	hi
ab	hi
tujhe	hi
muli	hi
chahiye	hi
?	univ
Gaand	hi
hai	hi
ya	hi
office	en
?	univ
	
Keep	en
calm	en
and	en
keep	en
kaam	hi
se	hi
kaam	hi
!!!	univ
#office	univ
#tgif	univ
#nametag	univ
#buddha	univ
#SouvenirFromManali	univ
#keepcalm	univ
http://t.co/qg7KrE3RMN	univ
	
Tere	hi
office	en
me	en
koi	hi
kaam	hi
dandha	hi
nai	hi
hai	hi
lagta	hi
:P	univ
	
@aru36629	univ
haha	univ
smjh	hi
gyi	hi
mai	hi
accha	hi
tum	hi
office	en
se	hi
aane	hi
ke	hi
baad	hi
kya	hi
krti	hi
ho	hi
?	univ
	
@khusshhagrawal	univ
can't	en
wait	en
yaar	hi
0	univ
I'm	en
in	en
office	en
0	univ
Accha	hi
atleast	en
give	en
me	en
some	en
hint	en
*	univ
Maine	hi
bhi	hi
diya	hi
tha	hi
:p	univ
	
accha	hi
i	en
should	en
sleep	en
,	univ
kaal	hi
office	en
hai	hi
:(	univ
	
@theUglyDude007	univ
@suzali86	univ
ruz	hi
kaam	hi
karta	hi
tu	hi
sunday	en
ku	hi
office	en
nahi	hi
jana	hi
padta	hi
	
Office	en
mein	hi
kisi	hi
bandy	hi
ko	hi
favor	en
de	hi
do	hi
to	hi
jaty	hi
hoye	hi
apna	hi
number	en
de	hi
jata	hi
hai	hi
kay	hi
koi	hi
kaam	hi
ho	hi
to	hi
btana	hi
aur	hi
baad	hi
mein	hi
saaly	hi
phone	en
hi	hi
nai	hi
sunty	hi
0	univ
	
Kasam	hi
se	hi
!	univ
aisa	hi
imandari	hi
ka	hi
virus	en
felayenge	hi
,	univ
bahut	hi
mann	hi
hai	hi
sarkari	hi
office	en
mein	hi
logon	hi
ko	hi
kaam	hi
karte	hi
dekhne	hi
ka	hi
..	univ
http://t.co/xDPeKXIhIY	univ
	
@_swapneal	univ
office	en
ko	hi
kaam	hi
...	univ
too	en
much	en
work	en
load	en
😰	univ
	
Kaam	hi
bolta	hi
hai	hi
itni	hi
si	hi
baat	hi
hai	hi
OFFICE	en
mein	hi
jaati	hi
har	hi
meri	hi
raat	hi
hai	hi
Hardwork	en
ka	hi
example	en
is'se	hi
bada	hi
kya	hi
ho	hi
sakta	hi
...	univ
http://t.co/delkx3Dt5S	univ
	
#WakeMeUpWhen	univ
Papa	en
k	hi
office	en
k	hi
saray	hi
kaam	hi
khud	hi
hojaen	hi
0	univ
	
@iamsrk_vraj	univ
Haan	hi
ajkal	hi
main	hi
raat	hi
ko	hi
hi	hi
office	en
jata	hi
hoon	hi
..	univ
kaam	hi
bhi	hi
zyada	hi
nhi	hi
hota	hi
to	hi
sukun	hi
ke	hi
din	hi
guzar	hi
rha	hi
hun	hi
..	univ
:P	univ
	
Kaun	hi
kambakht	hi
job	en
satisfaction	en
ke	hi
liye	hi
kaam	hi
karta	hi
hai	hi
0	univ
Hum	hi
to	hi
office	en
jate	hi
hain	hi
taaki	hi
fast	en
internet	en
ke	hi
maze	hi
ley	hi
sake	hi
,	univ
youtube	ne
dekh	hi
sake	hi
...	univ
	
@you_ShutUpp	univ
thaka	hi
hota	hi
he	hi
banda	hi
,	univ
tum	hi
koi	hi
kaam	hi
karo	hi
office	en
mein	hi
to	hi
pata	hi
ho	hi
na	hi
:p	univ
	
@zartasha_maryam	univ
aaj	hi
ka	hi
din	hi
asha	hi
gya	hi
mere	hi
liye	hi
pehle	hi
India	ne
jeet	hi
gaui	hi
then	en
aaj	hi
dophar	hi
me	hi
aaram	hi
se	hi
sone	hi
mila	hi
,	univ
and	en
aaj	hi
office	en
pe	hi
bhi	hi
no	en
kaam	hi
	
@md_baran	univ
@Hones8Liar	univ
chalo	hi
ab	hi
thoda	hi
kaam	hi
kar	hi
sakte	hi
hai	hi
...	univ
subah	hi
se	hi
yahi	hi
chipke	hi
pade	hi
hai	hi
office	en
me	hi
bhi	hi
..	univ
is	hi
chakkar	hi
me	hi
lunch	en
bhi	hi
nahi	hi
kiya	hi
	
@aashikapokharel	univ
Haha	univ
okay	en
0	univ
Office	en
time	en
,	univ
aba	hi
bus	hi
ma	hi
bore	en
hune	hi
wala	hi
chhu	hi
0	univ
Also	en
,	univ
Alumni	en
ko	hi
imp	en
kaam	hi
chha	hi
0	univ
Viber	ne
ma	hi
aaye	hi
hune	hi
0	univ
:P	univ
	
My	en
bad	en
girl	en
so	en
good	en
she	en
lied	en
to	en
arranged	en
marriage	en
waala	hi
ladka	hi
that	en
she's	en
a	en
virgin	en
for	en
his	en
peace	en
of	en
mind	en
0	univ
	
Office	en
me	hi
junior	en
ko	hi
time	en
dena	hi
parta	hi
hai	hi
isi	hi
lye	hi
ghar	hi
pe	hi
kaam	hi
karna	hi
parta	hi
hai	hi
0	univ
	
@realpreityzinta	univ
CRICKET	en
Please	en
Aaj	hi
KHUSHI	hi
KA	hi
MAUKA	hi
MAUKA	hi
MAUKA	hi
Hai	hi
😄😄	univ
Love	en
u	en
PZ	en
😘😘😘	univ
love	en
ur	en
dimple	en
#IndvsSA	univ
#pzsundaychat	univ
	
Nothing	en
is	hi
bigger	en
than	en
COUNTRY	en
HUM	hi
INDIAWAALE	hi
Jo	hi
KHUSHI	hi
INDIA	ne
Ki	hi
JEET	hi
Me	hi
milti	hi
wo	hi
aur	hi
kahi	hi
nahi	hi
😍😍	univ
JAI	hi
HIND	hi
#IndvsSA	univ
#IndWins	univ
	
"	univ	G_X
Humpe	hi	G_PRP
ye	hi	G_PRP
kisne	hi	G_PRP
hara	hi	G_J
rang	hi	G_N
daala	hi	G_V
,	univ	G_X
khushi	hi	G_N
ne	hi	PSP
humari	hi	G_PRP
hme	hi	G_PRP
maar	hi	G_V
daala	hi	G_V
"	univ
-	univ
SA	acro
team	en
singing	en
right	en
now	en
0	univ
#IndvsSA	univ
	
isi	hi
khushi	hi
k	hi
mauke	hi
pe	hi
@thetanmay	univ
&	en
sab	hi
AIB	acro
k	hi
team	en
ko	hi
gaaliyan	hi
deke	hi
khushi	hi
manao	hi
#WontGiveItBack	univ
#IndvsSA	univ
	
@SDhawan25	univ
tumko	hi
shikhar	hi
par	hi
dekh	hi
ke	hi
bahaut	hi
khushi	hi
hui	hi
0	univ
Congratulations	en
!	univ
#IndvsSA	univ
#CWC15	univ
	
Itni	hi
khushi	hi
itni	hi
khushi	hi
😭	univ
0	univ
I	en
have	en
no	en
idea	en
what	en
to	en
do	en
!	univ
That's	en
how	en
champions	en
play	en
0	univ
#IndvsSA	univ
#CWC15	univ
#MaukaMauka	univ
#BleedBlue	univ
#Respect	univ
	
Sabse	hi
zyada	hi
khushi	hi
to	hi
Star	en
Sports	en
waalo	hi
ko	hi
ho	hi
rahi	hi
hogi	hi
,	univ
unhe	hi
'	univ
Jai	hi
Ho	hi
'	univ
ke	hi
liye	hi
ek	hi
naya	hi
match	en
jo	hi
mil	hi
gaya	hi
0	univ
#IndvsSA	univ
	
Aa	hi
gaya	hi
mauka	hi
...	univ
India	ne
won	en
..	univ
#IndvsSA	univ
	
Iss	hi
world	en
cup	en
mai	hi
koi	hi
khushi	hi
nai	hi
milni	hi
0	univ
Na	hi
#Pakistan	univ
ne	hi
jeetna	hi
hai	hi
,	univ
Na	hi
#India	univ
ne	hi
Haarna	hi
hai	hi
#WC2015	univ
#IndvsSA	univ
	
Indian	en
ki	hi
har	hi
jeet	hi
pakistan	ne
ko	hi
bohat	hi
khushi	hi
deti	hi
hai	hi
0	univ
lol	univ
0	univ
#IndvsSA	univ
	
ye	hi
match	en
se	hi
pakistan	ne
ko	hi
ye	hi
khushi	hi
hogi	hi
ki	hi
koi	hi
aur	hi
country	en
bhi	hi
unki	hi
hi	hi
jaise	hi
buri	hi
tarah	hi
se	hi
haar	hi
sakta	hi
hai	hi
#IndvsSA	univ
	
oyeeeee	univ
Light	en
Aaaagai	hi
...	univ
pehli	hi
baar	hi
light	en
aane	hi
ki	hi
itni	hi
khushi	hi
hui	hi
hai	hi
BC	acro
#INDvsSA	univ
	
Pakistani	ne
'	univ
s	en
khushi	hi
is	hi
directly	en
propotional	en
to	en
India's	en
defeat	en
☺	univ
😀	univ
SA	acro
walo	hi
aj	hi
na	hi
phorne	hi
dena	hi
inko	hi
phatake	hi
😉😬	univ
#CWC15	univ
#IndvsSA	univ
	
are	hi
kohli	hi
...	univ
pakistani	ne
ke	hi
ball	en
pe	hi
out	en
nai	hi
hona	hi
tha	hi
BC	acro
....	univ
sab	hi
saale	hi
isi	hi
khushi	hi
me	hi
patakhe	hi
phodne	hi
lag	hi
jaenge	hi
..	univ
#IndvsSA	univ
#SAvsIND	univ
	
@BadlapurFilm	univ
dekhne	hi
ke	hi
baad	hi
aaj	hi
Hua	hi
#Badlapura	univ
Fadu	hi
performance	en
by	en
India	ne
.....	univ
#IndvsSA	univ
#IndWins	univ
#CWC15	univ
	
Chalo	hi
IND	acro
aaj	hi
opponent	en
ko	hi
SAF	hi
kar	hi
diya	hi
#IndvsSA	univ
	
Pakistani	ne
-	univ
Aaj	hi
phir	hi
se	hi
patakhe	hi
nai	hi
phod	hi
paaye	hi
0	univ
:)	univ
2nd	univ
Pakistan	ne
-	univ
Chalo	hi
tv	acro
hi	hi
tode	hi
lete	hi
hai	hi
0	univ
@Paagal_Luke	univ
#IndVsSA	univ
#BleedBlue	univ
	
#Jeet	univ
ka	hi
shikhar	hi
india	ne
world	en
cup	en
jarur	hi
jitegi	hi
kyoki	hi
bahut	hi
badiya	hi
team	en
hai	hi
	
Yadav	ne
bhaiya	hi
good	en
pace	en
!	univ
Bahut	hi
badiya	hi
😆	univ
aisa	hi
he	hi
gola	hi
feko	hi
#IndvsSA	univ
#CWC15	univ
	
@scratchysingh	univ
It's	en
like	en
pados	hi
ka	hi
launda	hi
agar	hi
aap	hi
ko	hi
thoktaa	hi
hain	hi
aur	hi
aap	hi
ke	hi
papa	hi
taali	hi
bajaatey	hi
sabhaash	hi
beta	hi
bahut	hi
badiya	hi
!	univ
Doh	hi
aur	hi
maar	hi
0	univ
	
Ye	hi
to	hi
Palasia	ne
bhi	hi
Pahuch	hi
gaye	hi
..	univ
bahut	hi
mast	hi
aur	hi
fast	en
bhag	hi
rahe	hi
hai	hi
!!	univ
Badiya	hi
#Indore	univ
#RunIndoreRun	univ
#JioIndoreMarathon	univ
http://t.co/wBcI5uJiT1	univ
	
@praktabh	univ
bahut	hi
badiya	hi
...	univ
gali	hi
dene	hi
me	hi
PHD	acro
kie	hi
ho	hi
	
Bahut	hi
badiya	hi
thi	hi
rangoli	hi
,	univ
aap	hi
food	en
wali	hi
pict	en
0	univ
mat	hi
dala	hi
karo	hi
	
bahut	hi
badiya	hi
ab	hi
bihar	ne
ki	hi
rally	en
aisi	hi
honi	hi
chahiye	hi
ki	hi
nitish	ne
kumar	ne
ki	hi
neend	hi
ud	hi
jaye	hi
	
@saritashandilya	univ
#mekhlawings	univ
Bahut	hi
Badiya	hi
Sarita	ne
ji	hi
...	univ
kaise	hi
hai	hi
aap	hi
0	univ
Pl	en
meet	en
my	en
younger	en
sister	en
Pragya	ne
@pragya_as	univ
a	en
GEM	en
and	en
a	en
GENIUS	en
0	univ
	
@rinib1	univ
92.7	univ
FM	acro
pay	hi
neelabh	ne
misra	ne
9.45	univ
pm	acro
pay	hi
achee	hi
story	en
sunate	hi
hain	hi
-	univ
bahut	hi
badiya	hi
-	univ
will	en
tweet	en
1	univ
more	en
tomorrow	en
-	univ
on	en
honesty	en
	
Bahut	hi
hi	hi
badiya	hi
Lines	en
0	univ
	
This	en
#Morkel	univ
wicket	en
looked	en
like	en
#Dhoni	univ
telling	en
one	en
#CSK	univ
teammate	en
to	hi
get	en
bowled	en
by	en
another	en
CSK	acro
teammate	en
..	univ
Ye	hi
IPL	acro
hai	hi
ya	hi
#WorldCup2015	univ
BC	acro
	
Mohit	ne
gets	en
Faf	ne
and	en
Dhoni	ne
smiles	en
0	univ
Chepauk	hi
le	hi
IPL	acro
net	en
practice	en
panreengla	undef
?	univ
	
So	en
finally	en
MS	ne
Dhoni	ne
whispered	en
Faf	ne
Du	ne
Plesis	ne
"	univ	G_X
Beta	hi	G_N
out	en	G_R
ho	hi	G_V
jaa	hi	G_V
nahi	hi	G_PRT
toh	hi	CC
IPL	acro	G_N
se	hi	PSP
out	en	G_R
kara	hi	G_V
dunga	hi	G_V
"	univ
LOL	univ
#IndVsSA	univ
	
Dhoni	ne
should	en
remind	en
Faf	ne
abt	en
IPL	acro
!!	univ
Agar	hi
khelna	hi
hai	hi
toh	hi
out	en
ho	hi
jaa	hi
!!	univ
Hussey	ne
z	en
back	en
in	en
d	en
team	en
!!!	univ
#justsaying	univ
#IndiaVsSouthAfrica	univ
	
@saranshk	univ
Dhoni	ne
should	en
prompt	en
to	en
Faf	ne
out	en
ho	hi
ja	hi
BC	acro
nai	hi
toh	hi
IPL	acro
khelne	hi
ko	hi
nai	hi
milega	hi
!!	univ
Hussey	ne
z	en
back	en
so	en
u	en
better	en
watch	en
out	en
!!!	univ
	
Bhai	hi
galat	hi
ho	hi
raha	hi
dhoni	ne
ko	hi
bolo	hi
IPL	acro
IPL	acro
chillana	hi
band	hi
kare	hi
wicket	en
ke	hi
piche	hi
se	hi
...	univ
#IndvsSA	univ
#CCC15	univ
#IPLAuction	univ
	
DHONI	ne
,	univ
SIRF	hi
IPL	acro
MEIN	hi
SHER	hi
BANO	hi
,	univ
AAP	hi
0	univ
IDIOT	en
0	univ
#WTFDHONI	univ
#CWC15	univ
#IndvsSA	univ
	
meanwhile	en
Dhoni	ne
--	univ
tujhe	hi
jeet	hi
ke	hi
rahenge	hi
,	univ
tera	hi
shauk	hi
chada	hi
hai	hi
:D	univ
#IndvsSA	univ
#MaukaMauka	univ
#CWC15	univ
	
People	en
trending	en
poonam	ne
pandey	ne
on	en
twitter	en
,	univ
tum	hi
log	hi
mar	hi
kyun	hi
nahin	hi
jaate	hi
????	univ
	
@kamaalrkhan	univ
kamal	hi
bhai	hi
Aaj	hi
to	hi
poonam	ne
pandey	ne
cha	hi
gayi	hi
hai	hi
........	univ
hole	en
credit	en
goes	en
to	hi
u	en
	
Man	en
of	en
the	en
match	en
#Dhawan	univ
:	univ
Dhamaka	hi
dika	hi
diya	hi
bhai	hi
tune👍👏	hi
#IndiaVsSouthAfrica	univ
	
Shoib	ne
aktar	ne
gone	en
rowdy	en
on	en
national	en
television	en
,	univ
giving	en
Pakistan	ne
team	en
a	en
royal	en
dress	en
down	en
0	univ
Jago	hi
Misbah	ne
Jago	hi
0	univ
LYAO	univ
0	univ
https://t.co/qOMbB3anfm	univ
	
@PowerPlayWorld	univ
heard	en
shoib	ne
akhtars	ne
interview	en
post	en
Pakistan-West	ne
Indies	ne
match	en
?	univ
'	univ
misbah	ne
match	en
ki	hi
summary	en
de	hi
raha	hi
hai	hi
?!	univ
'	univ
	
Page_2/3	en
A	en
0	univ
Razaque	ne
,	univ
M	ne
0	univ
Hafeez	ne
,	univ
Shoib	ne
Malik	ne
Ko	hi
Shamil	hi
Kiya	hi
Jae	hi
,	univ
Or	hi
Misbah	ne
,	univ
Younis	ne
Or	hi
Afridi	ne
Nikaly	hi
Jaen	hi
Or	hi
Caption	en
Hafez	ne
Ko	hi
Bnaya	hi
Jae	hi
	
shoib	ne
akhtar	ne
misbah	ne
ky	hi
khlaf	hi
zda	hi
bhonky	hi
na	hi
,	univ
khud	hi
apna	hi
pta	hi
nahe	hi
jb	hi
heroin	en
ka	hi
nasha	hi
krta	hi
tha	hi
0	univ
ganda	hi
	
pori	hi
team	en
k	hi
khilaf	hi
operation	en
hona	hi
chahiye	hi
aur	hi
misbah	ne
ko	hi
b	hi
ab	hi
team	en
k	hi
jan	hi
chorni	hi
chahiye	hi
0	univ
shoib	ne
akhter	ne
	
"	univ	G_X
@mohamm_s	univ	@
:	univ	G_X
LOL	univ	G_PRT
facebook	ne	G_N
pe	hi	PSP
ek	hi	G_SYM
video	en	G_N
Dekha	hi	G_V
Shoib	ne	G_N
akhtar	ne	G_N
Misbah	ne	G_N
ki	hi	PSP
le	hi	G_V
raha	hi	G_V
tha	hi	G_V
Usme	hi	G_PRP
ha	univ	G_PRT
ha	univ	G_PRT
"	univ
DDLJ	acro
Forever	en
In	en
Maratha	ne
Mandir	ne
	
LOL	univ
facebook	ne
pe	hi
ek	hi
video	en
Dekha	hi
Shoib	ne
akhtar	ne
Misbah	ne
ki	hi
le	hi
raha	hi
tha	hi
Usme	hi
ha	univ
ha	univ
	
@geonews_urdu	univ
jb	hi
misbah	ne
nhi	hi
khelta	hi
to	hi
team	en
200	univ
b	hi
cross	en
nhi	hi
krti	hi
...	univ
